Tiempo,Referencia,Salida_Planta,z0,z1,z2,z3
4.692,1.846,592.38,1.58032,-0.572887,-1.08159,0.1152
4.696,1.848,593.518,1.58181,-0.57252,-1.07532,0.1224
4.7,1.85,594.658,1.5833,-0.572123,-1.06901,0.1296
4.704,1.852,595.799,1.5848,-0.571697,-1.06267,0.1368
4.708,1.854,596.94,1.58631,-0.571241,-1.05631,0.144
4.712,1.856,598.083,1.58783,-0.570755,-1.04991,0.1512
4.716,1.858,599.226,1.58935,-0.570239,-1.04348,0.1584
4.72,1.86,600.371,1.59088,-0.569694,-1.03701,0.1656
4.724,1.862,601.516,1.59242,-0.569118,-1.03052,0.1728
4.728,1.864,602.663,1.59396,-0.568512,-1.024,0.18
4.732,1.866,603.811,1.59551,-0.567876,-1.01744,0.1872
4.736,1.868,604.959,1.59707,-0.56721,-1.01085,0.1944
4.74,1.87,606.109,1.59864,-0.566514,-1.00423,0.2016
4.744,1.872,607.26,1.60021,-0.565788,-0.997585,0.2088
4.748,1.874,608.411,1.6018,-0.565031,-0.990905,0.216
4.752,1.876,609.564,1.60339,-0.564243,-0.984193,0.2232
4.756,1.878,610.718,1.60498,-0.563426,-0.97745,0.2304
4.76,1.88,611.873,1.60659,-0.562577,-0.970677,0.2376
4.764,1.882,613.029,1.6082,-0.561698,-0.963872,0.2448
4.768,1.884,614.186,1.60982,-0.560789,-0.957037,0.252
4.772,1.886,615.344,1.61144,-0.559849,-0.950171,0.2592
4.776,1.888,616.504,1.61308,-0.558878,-0.943274,0.2664
4.78,1.89,617.664,1.61472,-0.557876,-0.936347,0.2736
4.784,1.892,618.826,1.61637,-0.556844,-0.929388,0.2808
4.788,1.894,619.988,1.61803,-0.55578,-0.922399,0.288
4.792,1.896,621.152,1.6197,-0.554686,-0.91538,0.2952
4.796,1.898,622.316,1.62137,-0.55356,-0.90833,0.3024
4.8,1.9,623.482,1.62305,-0.552404,-0.901249,0.3096
4.804,1.902,624.649,1.62474,-0.551216,-0.894138,0.3168
4.808,1.904,625.817,1.62644,-0.549998,-0.886996,0.324
4.812,1.906,626.986,1.62815,-0.548748,-0.879825,0.3312
4.816,1.908,628.157,1.62986,-0.547467,-0.872622,0.3384
4.82,1.91,629.328,1.63159,-0.546154,-0.86539,0.3456
4.824,1.912,630.501,1.63332,-0.54481,-0.858127,0.3528
4.828,1.914,631.675,1.63506,-0.543435,-0.850834,0.36
4.832,1.916,632.85,1.6368,-0.542028,-0.843511,0.3672
4.836,1.918,634.026,1.63856,-0.54059,-0.836157,0.3744
4.84,1.92,635.203,1.64032,-0.53912,-0.828774,0.3816
4.844,1.922,636.381,1.6421,-0.537619,-0.821361,0.3888
4.848,1.924,637.561,1.64388,-0.536086,-0.813917,0.396
4.852,1.926,638.742,1.64567,-0.534521,-0.806444,0.4032
4.856,1.928,639.924,1.64746,-0.532924,-0.798941,0.4104
4.86,1.93,641.107,1.64927,-0.531296,-0.791408,0.4176
4.864,1.932,642.291,1.65109,-0.529636,-0.783845,0.4248
4.868,1.934,643.477,1.65291,-0.527944,-0.776252,0.432
4.872,1.936,644.663,1.65474,-0.52622,-0.76863,0.4392
4.876,1.938,645.851,1.65658,-0.524464,-0.760977,0.4464
4.88,1.94,647.041,1.65843,-0.522676,-0.753296,0.4536
4.884,1.942,648.231,1.66029,-0.520856,-0.745585,0.4608
4.888,1.944,649.423,1.66216,-0.519004,-0.737844,0.468
4.892,1.946,650.615,1.66404,-0.517119,-0.730073,0.4752
4.896,1.948,651.81,1.66592,-0.515203,-0.722274,0.4824
4.9,1.95,653.005,1.66782,-0.513254,-0.714445,0.4896
4.904,1.952,654.202,1.66972,-0.511273,-0.706586,0.4968
4.908,1.954,655.4,1.67163,-0.50926,-0.698698,0.504
4.912,1.956,656.599,1.67355,-0.507214,-0.690781,0.5112
4.916,1.958,657.799,1.67548,-0.505136,-0.682835,0.5184
4.92,1.96,659.001,1.67742,-0.503026,-0.67486,0.5256
4.924,1.962,660.204,1.67937,-0.500883,-0.666855,0.5328
4.928,1.964,661.408,1.68133,-0.498707,-0.658822,0.54
4.932,1.966,662.614,1.6833,-0.496499,-0.650759,0.5472
4.936,1.968,663.821,1.68527,-0.494259,-0.642667,0.5544
4.94,1.97,665.029,1.68726,-0.491985,-0.634547,0.5616
4.944,1.972,666.238,1.68925,-0.48968,-0.626398,0.5688
4.948,1.974,667.449,1.69126,-0.487341,-0.618219,0.576
4.952,1.976,668.661,1.69327,-0.48497,-0.610012,0.5832
4.956,1.978,669.875,1.69529,-0.482565,-0.601777,0.5904
4.96,1.98,671.09,1.69733,-0.480129,-0.593512,0.5976
4.964,1.982,672.306,1.69937,-0.477659,-0.585219,0.6048
4.968,1.984,673.523,1.70142,-0.475156,-0.576898,0.612
4.972,1.986,674.742,1.70348,-0.472621,-0.568547,0.6192
4.976,1.988,675.963,1.70555,-0.470052,-0.560169,0.6264
4.98,1.99,677.184,1.70763,-0.467451,-0.551762,0.6336
4.984,1.992,678.407,1.70972,-0.464816,-0.543326,0.6408
4.988,1.994,679.632,1.71182,-0.462149,-0.534863,0.648
4.992,1.996,680.858,1.71393,-0.459448,-0.526371,0.6552
4.996,1.998,682.085,1.71605,-0.456715,-0.51785,0.6624
5,2,683.313,1.71818,-0.453948,-0.509302,0.6696
5.004,2.002,684.544,1.72031,-0.451148,-0.500725,0.6768
5.008,2.004,685.775,1.72246,-0.448315,-0.49212,0.684
5.012,2.006,687.008,1.72462,-0.445448,-0.483488,0.6912
5.016,2.008,688.242,1.72679,-0.442549,-0.474827,0.6984
5.02,2.01,689.478,1.72897,-0.439616,-0.466138,0.7056
5.024,2.012,690.715,1.73115,-0.43665,-0.457422,0.7128
5.028,2.014,691.954,1.73335,-0.43365,-0.448678,0.72
5.032,2.016,693.194,1.73556,-0.430617,-0.439905,0.7272
5.036,2.018,694.436,1.73778,-0.427551,-0.431106,0.7344
5.04,2.02,695.679,1.74,-0.424452,-0.422278,0.7416
5.044,2.022,696.923,1.74224,-0.421319,-0.413423,0.7488
5.048,2.024,698.169,1.74449,-0.418152,-0.40454,0.756
5.052,2.026,699.417,1.74675,-0.414952,-0.39563,0.7632
5.056,2.028,700.666,1.74902,-0.411719,-0.386693,0.7704
5.06,2.03,701.916,1.75129,-0.408452,-0.377728,0.7776
5.064,2.032,703.168,1.75358,-0.405151,-0.368735,0.7848
5.068,2.034,704.422,1.75588,-0.401817,-0.359716,0.792
5.072,2.036,705.677,1.75819,-0.39845,-0.350669,0.7992
5.076,2.038,706.934,1.76051,-0.395049,-0.341595,0.8064
5.08,2.04,708.192,1.76284,-0.391614,-0.332494,0.8136
5.084,2.042,709.452,1.76518,-0.388145,-0.323365,0.8208
5.088,2.044,710.713,1.76753,-0.384643,-0.31421,0.828
5.092,2.046,711.976,1.76989,-0.381107,-0.305028,0.8352
5.096,2.048,713.24,1.77226,-0.377538,-0.295819,0.8424
5.1,2.05,714.506,1.77465,-0.373935,-0.286583,0.8496
5.104,2.052,715.774,1.77704,-0.370298,-0.27732,0.8568
5.108,2.054,717.043,1.77944,-0.366627,-0.268031,0.864
5.112,2.056,718.314,1.78185,-0.362923,-0.258715,0.8712
5.116,2.058,719.586,1.78428,-0.359185,-0.249372,0.8784
5.12,2.06,720.86,1.78671,-0.355413,-0.240003,0.8856
5.124,2.062,722.136,1.78916,-0.351607,-0.230607,0.8928
5.128,2.064,723.413,1.79161,-0.347768,-0.221185,0.9
5.132,2.066,724.692,1.79408,-0.343895,-0.211736,0.9072
5.136,2.068,725.973,1.79656,-0.339988,-0.202262,0.9144
5.14,2.07,727.255,1.79904,-0.336047,-0.19276,0.9216
5.144,2.072,728.539,1.80154,-0.332072,-0.183233,0.9288
5.148,2.074,729.824,1.80405,-0.328064,-0.17368,0.936
5.152,2.076,731.111,1.80657,-0.324021,-0.1641,0.9432
5.156,2.078,732.4,1.8091,-0.319945,-0.154495,0.9504
5.16,2.08,733.691,1.81164,-0.315835,-0.144863,0.9576
5.164,2.082,734.983,1.81419,-0.311691,-0.135206,0.9648
5.168,2.084,736.277,1.81676,-0.307513,-0.125523,0.972
5.172,2.086,737.573,1.81933,-0.303301,-0.115814,0.9792
5.176,2.088,738.87,1.82191,-0.299056,-0.106079,0.9864
5.18,2.09,740.17,1.82451,-0.294776,-0.0963186,0.9936
5.184,2.092,741.47,1.82712,-0.290463,-0.0865328,1.0008
5.188,2.094,742.773,1.82973,-0.286116,-0.0767214,1.008
5.192,2.096,744.077,1.83236,-0.281734,-0.0668846,1.0152
5.196,2.098,745.384,1.835,-0.277319,-0.0570225,1.0224
5.2,2.1,746.691,1.83765,-0.272871,-0.047135,1.0296
5.204,2.102,748.001,1.84031,-0.268388,-0.0372223,1.0368
5.208,2.104,749.313,1.84298,-0.263871,-0.0272844,1.044
5.212,2.106,750.626,1.84567,-0.259321,-0.0173214,1.0512
5.216,2.108,751.941,1.84836,-0.254736,-0.00733333,1.0584
5.22,2.11,753.258,1.85106,-0.250118,0.00267968,1.0656
5.224,2.112,754.576,1.85378,-0.245466,0.0127176,1.0728
5.228,2.114,755.897,1.85651,-0.24078,0.0227804,1.08
5.232,2.116,757.219,1.85924,-0.23606,0.0328679,1.0872
5.236,2.118,758.543,1.86199,-0.231306,0.0429801,1.0944
5.24,2.12,759.869,1.86475,-0.226519,0.0531169,1.1016
5.244,2.122,761.197,1.86753,-0.221698,0.0632783,1.1088
5.248,2.124,762.527,1.87031,-0.216843,0.0734642,1.116
5.252,2.126,763.859,1.8731,-0.211954,0.0836745,1.1232
5.256,2.128,765.192,1.87591,-0.207031,0.0939091,1.1304
5.26,2.13,766.527,1.87872,-0.202075,0.104168,1.1376
5.264,2.132,767.865,1.88155,-0.197085,0.114451,1.1448
5.268,2.134,769.204,1.88439,-0.192061,0.124758,1.152
5.272,2.136,770.545,1.88723,-0.187003,0.13509,1.1592
5.276,2.138,771.888,1.89009,-0.181912,0.145445,1.1664
5.28,2.14,773.233,1.89297,-0.176787,0.155824,1.1736
5.284,2.142,774.579,1.89585,-0.171628,0.166227,1.1808
5.288,2.144,775.928,1.89874,-0.166436,0.176653,1.188
5.292,2.146,777.279,1.90165,-0.16121,0.187104,1.1952
5.296,2.148,778.632,1.90456,-0.15595,0.197578,1.2024
5.3,2.15,779.986,1.90749,-0.150657,0.208075,1.2096
5.304,2.152,781.343,1.91043,-0.145331,0.218596,1.2168
5.308,2.154,782.701,1.91338,-0.13997,0.22914,1.224
5.312,2.156,784.062,1.91634,-0.134577,0.239707,1.2312
5.316,2.158,785.424,1.91931,-0.12915,0.250298,1.2384
5.32,2.16,786.789,1.92229,-0.123689,0.260911,1.2456
5.324,2.162,788.156,1.92529,-0.118195,0.271548,1.2528
5.328,2.164,789.524,1.92829,-0.112668,0.282208,1.26
5.332,2.166,790.895,1.93131,-0.107107,0.29289,1.2672
5.336,2.168,792.267,1.93434,-0.101513,0.303595,1.2744
5.34,2.17,793.642,1.93738,-0.0958855,0.314323,1.2816
5.344,2.172,795.019,1.94043,-0.0902249,0.325074,1.2888
5.348,2.174,796.398,1.94349,-0.0845311,0.335847,1.296
5.352,2.176,797.779,1.94656,-0.0788041,0.346642,1.3032
5.356,2.178,799.161,1.94965,-0.073044,0.35746,1.3104
5.36,2.18,800.547,1.95274,-0.0672507,0.3683,1.3176
5.364,2.182,801.934,1.95585,-0.0614244,0.379162,1.3248
5.368,2.184,803.323,1.95897,-0.0555652,0.390046,1.332
5.372,2.186,804.714,1.9621,-0.0496729,0.400952,1.3392
5.376,2.188,806.108,1.96524,-0.0437477,0.41188,1.3464
5.38,2.19,807.503,1.96839,-0.0377896,0.422829,1.3536
5.384,2.192,808.901,1.97155,-0.0317987,0.4338,1.3608
5.388,2.194,810.301,1.97472,-0.0257751,0.444793,1.368
5.392,2.196,811.703,1.97791,-0.0197186,0.455808,1.3752
5.396,2.198,813.107,1.9811,-0.0136295,0.466843,1.3824
5.4,2.2,814.513,1.98431,-0.00750783,0.4779,1.3896
5.404,2.202,815.922,1.98753,-0.00135353,0.488978,1.3968
5.408,2.204,817.333,1.99076,0.00483328,0.500078,1.404
5.412,2.206,818.746,1.994,0.0110526,0.511198,1.4112
5.416,2.208,820.161,1.99725,0.0173042,0.522339,1.4184
5.42,2.21,821.578,2.00051,0.0235882,0.533501,1.4256
5.424,2.212,822.997,2.00378,0.0299045,0.544683,1.4328
5.428,2.214,824.419,2.00707,0.036253,0.555886,1.44
5.432,2.216,825.843,2.01036,0.0426337,0.567109,1.4472
5.436,2.218,827.269,2.01367,0.0490464,0.578353,1.4544
5.44,2.22,828.698,2.01699,0.0554912,0.589617,1.4616
5.444,2.222,830.129,2.02031,0.0619679,0.600901,1.4688
5.448,2.224,831.562,2.02365,0.0684764,0.612205,1.476
5.452,2.226,832.997,2.027,0.0750168,0.623528,1.4832
5.456,2.228,834.434,2.03036,0.0815889,0.634872,1.4904
5.46,2.23,835.874,2.03373,0.0881926,0.646235,1.4976
5.464,2.232,837.316,2.03712,0.0948279,0.657618,1.5048
5.468,2.234,838.761,2.04051,0.101495,0.66902,1.512
5.472,2.236,840.208,2.04391,0.108193,0.680441,1.5192
5.476,2.238,841.657,2.04733,0.114922,0.691881,1.5264
5.48,2.24,843.108,2.05075,0.121683,0.703341,1.5336
5.484,2.242,844.562,2.05419,0.128475,0.714819,1.5408
5.488,2.244,846.018,2.05764,0.135298,0.726316,1.548
5.492,2.246,847.476,2.06109,0.142152,0.737832,1.5552
5.496,2.248,848.937,2.06456,0.149036,0.749366,1.5624
5.5,2.25,850.4,2.06804,0.155952,0.760918,1.5696
5.504,2.252,851.866,2.07153,0.162898,0.772489,1.5768
5.508,2.254,853.334,2.07503,0.169875,0.784077,1.584
5.512,2.256,854.804,2.07854,0.176882,0.795684,1.5912
5.516,2.258,856.277,2.08206,0.18392,0.807308,1.5984
5.52,2.26,857.752,2.08559,0.190987,0.81895,1.6056
5.524,2.262,859.23,2.08913,0.198085,0.83061,1.6128
5.528,2.264,860.71,2.09268,0.205213,0.842287,1.62
5.532,2.266,862.192,2.09625,0.212371,0.853981,1.6272
5.536,2.268,863.677,2.09982,0.219559,0.865692,1.6344
5.54,2.27,865.164,2.1034,0.226776,0.877419,1.6416
5.544,2.272,866.654,2.10699,0.234023,0.889164,1.6488
5.548,2.274,868.146,2.1106,0.241299,0.900925,1.656
5.552,2.276,869.641,2.11421,0.248605,0.912702,1.6632
5.556,2.278,871.138,2.11783,0.255939,0.924496,1.6704
5.56,2.28,872.638,2.12146,0.263303,0.936306,1.6776
5.564,2.282,874.14,2.12511,0.270695,0.948131,1.6848
5.568,2.284,875.645,2.12876,0.278117,0.959972,1.692
5.572,2.286,877.152,2.13242,0.285566,0.971829,1.6992
5.576,2.288,878.662,2.13609,0.293045,0.983701,1.7064
5.58,2.29,880.174,2.13977,0.300551,0.995588,1.7136
5.584,2.292,881.689,2.14346,0.308086,1.00749,1.7208
5.588,2.294,883.207,2.14716,0.315649,1.01941,1.728
5.592,2.296,884.727,2.15087,0.323239,1.03134,1.7352
5.596,2.298,886.249,2.15459,0.330857,1.04328,1.7424
5.6,2.3,887.774,2.15832,0.338502,1.05524,1.7496
5.604,2.302,889.302,2.16206,0.346175,1.06722,1.7568
5.608,2.304,890.832,2.16581,0.353875,1.0792,1.764
5.612,2.306,892.365,2.16956,0.361602,1.0912,1.7712
5.616,2.308,893.9,2.17333,0.369355,1.10322,1.7784
5.62,2.31,895.438,2.1771,0.377135,1.11525,1.7856
5.624,2.312,896.979,2.18089,0.384942,1.12728,1.7928
5.628,2.314,898.522,2.18468,0.392774,1.13934,1.8
5.632,2.316,900.068,2.18848,0.400632,1.1514,1.8072
5.636,2.318,901.617,2.19229,0.408517,1.16348,1.8144
5.64,2.32,903.168,2.19611,0.416426,1.17557,1.8216
5.644,2.322,904.722,2.19993,0.424361,1.18767,1.8288
5.648,2.324,906.278,2.20377,0.432321,1.19978,1.836
5.652,2.326,907.837,2.20761,0.440305,1.2119,1.8432
5.656,2.328,909.399,2.21146,0.448315,1.22403,1.8504
5.66,2.33,910.963,2.21532,0.456348,1.23618,1.8576
5.664,2.332,912.531,2.21919,0.464406,1.24833,1.8648
5.668,2.334,914.101,2.22306,0.472487,1.26049,1.872
5.672,2.336,915.673,2.22695,0.480592,1.27266,1.8792
5.676,2.338,917.248,2.23084,0.48872,1.28485,1.8864
5.68,2.34,918.826,2.23474,0.496871,1.29704,1.8936
5.684,2.342,920.407,2.23864,0.505045,1.30924,1.9008
5.688,2.344,921.991,2.24256,0.513241,1.32144,1.908
5.692,2.346,923.577,2.24648,0.521459,1.33366,1.9152
5.696,2.348,925.166,2.2504,0.529698,1.34588,1.9224
5.7,2.35,926.757,2.25434,0.53796,1.35811,1.9296
5.704,2.352,928.352,2.25828,0.546242,1.37034,1.9368
5.708,2.354,929.949,2.26223,0.554545,1.38259,1.944
5.712,2.356,931.549,2.26618,0.562868,1.39483,1.9512
5.716,2.358,933.152,2.27014,0.571211,1.40709,1.9584
5.72,2.36,934.757,2.27411,0.579574,1.41935,1.9656
5.724,2.362,936.366,2.27808,0.587956,1.43161,1.9728
5.728,2.364,937.977,2.28206,0.596356,1.44387,1.98
5.732,2.366,939.591,2.28604,0.604775,1.45614,1.9872
5.736,2.368,941.207,2.29003,0.613212,1.46842,1.9944
5.74,2.37,942.827,2.29403,0.621667,1.48069,2.0016
5.744,2.372,944.449,2.29803,0.630138,1.49297,2.0088
5.748,2.374,946.074,2.30203,0.638626,1.50525,2.016
5.752,2.376,947.702,2.30604,0.647129,1.51752,2.0232
5.756,2.378,949.333,2.31006,0.655648,1.5298,2.0304
5.76,2.38,950.967,2.31408,0.664182,1.54208,2.0376
5.764,2.382,952.603,2.3181,0.672731,1.55435,2.0448
5.768,2.384,954.243,2.32213,0.681293,1.56663,2.052
5.772,2.386,955.885,2.32616,0.689868,1.5789,2.0592
5.776,2.388,957.53,2.33019,0.698455,1.59116,2.0664
5.78,2.39,959.178,2.33423,0.707054,1.60343,2.0736
5.784,2.392,960.829,2.33827,0.715664,1.61568,2.0808
5.788,2.394,962.482,2.34232,0.724285,1.62793,2.088
5.792,2.396,964.139,2.34636,0.732915,1.64017,2.0952
5.796,2.398,965.799,2.35041,0.741553,1.65241,2.1024
5.8,2.4,967.461,2.35446,0.750199,1.66463,2.1096
5.804,2.402,969.126,2.35851,0.758852,1.67684,2.1168
5.808,2.404,970.794,2.36256,0.767511,1.68904,2.124
5.812,2.406,972.465,2.36661,0.776174,1.70123,2.1312
5.816,2.408,974.139,2.37066,0.784841,1.7134,2.1384
5.82,2.41,975.816,2.37472,0.793511,1.72555,2.1456
5.824,2.412,977.496,2.37877,0.802181,1.73768,2.1528
5.828,2.414,979.179,2.38282,0.810852,1.74979,2.16
5.832,2.416,980.864,2.38687,0.81952,1.76188,2.1672
5.836,2.418,982.553,2.39091,0.828185,1.77395,2.1744
5.84,2.42,984.245,2.39496,0.836845,1.78598,2.1816
5.844,2.422,985.939,2.399,0.845498,1.79798,2.1888
5.848,2.424,987.636,2.40303,0.854142,1.80995,2.196
5.852,2.426,989.337,2.40707,0.862773,1.82188,2.2032
5.856,2.428,991.04,2.41109,0.871391,1.83377,2.2104
5.86,2.43,992.746,2.41511,0.879991,1.84561,2.2176
5.864,2.432,994.455,2.41912,0.888569,1.85739,2.2248
5.868,2.434,996.167,2.42313,0.897123,1.86911,2.232
5.872,2.436,997.882,2.42712,0.905646,1.88076,2.2392
5.876,2.438,999.601,2.4311,0.914133,1.89233,2.2464
5.88,2.44,1001.32,2.43507,0.922576,1.9038,2.2536
5.884,2.442,1003.05,2.43902,0.930965,1.91514,2.2608
5.888,2.444,1004.77,2.44295,0.939284,1.92633,2.268
5.892,2.446,1006.5,2.44685,0.947508,1.9373,2.2752
5.896,2.448,1008.23,2.45072,0.955583,1.94789,2.2824
5.9,2.45,1009.97,2.45451,0.96315,1.9557,2.2752
5.904,2.452,1011.71,2.45827,0.970536,1.96299,2.268
5.908,2.454,1013.45,2.462,0.977814,1.97,2.2608
5.912,2.456,1015.2,2.4657,0.985009,1.97679,2.2536
5.916,2.458,1016.94,2.46939,0.992139,1.98341,2.2464
5.92,2.46,1018.69,2.47307,0.999211,1.98988,2.2392
5.924,2.462,1020.45,2.47674,1.00623,1.99622,2.232
5.928,2.464,1022.2,2.48039,1.01321,2.00243,2.2248
5.932,2.466,1023.96,2.48404,1.02015,2.00853,2.2176
5.936,2.468,1025.72,2.48768,1.02706,2.01453,2.2104
5.94,2.47,1027.49,2.49131,1.03393,2.02042,2.2032
5.944,2.472,1029.26,2.49493,1.04077,2.02622,2.196
5.948,2.474,1031.03,2.49855,1.04758,2.03193,2.1888
5.952,2.476,1032.8,2.50216,1.05436,2.03756,2.1816
5.956,2.478,1034.58,2.50577,1.06112,2.0431,2.1744
5.96,2.48,1036.36,2.50938,1.06785,2.04856,2.1672
5.964,2.482,1038.14,2.51298,1.07456,2.05394,2.16
5.968,2.484,1039.93,2.51658,1.08125,2.05924,2.1528
5.972,2.486,1041.71,2.52018,1.08792,2.06447,2.1456
5.976,2.488,1043.5,2.52377,1.09457,2.06963,2.1384
5.98,2.49,1045.3,2.52737,1.1012,2.07472,2.1312
5.984,2.492,1047.09,2.53096,1.10781,2.07974,2.124
5.988,2.494,1048.89,2.53455,1.1144,2.0847,2.1168
5.992,2.496,1050.7,2.53814,1.12097,2.08958,2.1096
5.996,2.498,1052.5,2.54173,1.12753,2.09441,2.1024
6,2.5,1054.31,2.54531,1.13407,2.09916,2.0952
6.004,2.502,1056.12,2.5489,1.1406,2.10386,2.088
6.008,2.504,1057.93,2.55249,1.14711,2.10849,2.0808
6.012,2.506,1059.75,2.55607,1.1536,2.11306,2.0736
6.016,2.508,1061.57,2.55966,1.16009,2.11757,2.0664
6.02,2.51,1063.39,2.56324,1.16655,2.12202,2.0592
6.024,2.512,1065.21,2.56683,1.173,2.12641,2.052
6.028,2.514,1067.04,2.57042,1.17944,2.13075,2.0448
6.032,2.516,1068.87,2.57401,1.18586,2.13502,2.0376
6.036,2.518,1070.7,2.5776,1.19227,2.13924,2.0304
6.04,2.52,1072.54,2.58118,1.19867,2.14341,2.0232
6.044,2.522,1074.37,2.58478,1.20505,2.14751,2.016
6.048,2.524,1076.21,2.58837,1.21142,2.15156,2.0088
6.052,2.526,1078.06,2.59196,1.21778,2.15556,2.0016
6.056,2.528,1079.9,2.59555,1.22413,2.1595,1.9944
6.06,2.53,1081.75,2.59915,1.23046,2.16339,1.9872
6.064,2.532,1083.6,2.60274,1.23678,2.16723,1.98
6.068,2.534,1085.46,2.60634,1.24308,2.17101,1.9728
6.072,2.536,1087.31,2.60994,1.24938,2.17474,1.9656
6.076,2.538,1089.17,2.61354,1.25566,2.17842,1.9584
6.08,2.54,1091.04,2.61715,1.26193,2.18204,1.9512
6.084,2.542,1092.9,2.62075,1.26819,2.18562,1.944
6.088,2.544,1094.77,2.62436,1.27443,2.18914,1.9368
6.092,2.546,1096.64,2.62796,1.28067,2.19261,1.9296
6.096,2.548,1098.51,2.63157,1.28689,2.19603,1.9224
6.1,2.55,1100.38,2.63518,1.2931,2.1994,1.9152
6.104,2.552,1102.26,2.6388,1.29929,2.20272,1.908
6.108,2.554,1104.14,2.64241,1.30548,2.206,1.9008
6.112,2.556,1106.03,2.64603,1.31165,2.20922,1.8936
6.116,2.558,1107.91,2.64965,1.31781,2.21239,1.8864
6.12,2.56,1109.8,2.65327,1.32396,2.21551,1.8792
6.124,2.562,1111.69,2.65689,1.3301,2.21859,1.872
6.128,2.564,1113.59,2.66052,1.33622,2.22162,1.8648
6.132,2.566,1115.48,2.66415,1.34234,2.22459,1.8576
6.136,2.568,1117.38,2.66778,1.34844,2.22753,1.8504
6.14,2.57,1119.28,2.67141,1.35453,2.23041,1.8432
6.144,2.572,1121.19,2.67504,1.3606,2.23324,1.836
6.148,2.574,1123.1,2.67868,1.36667,2.23603,1.8288
6.152,2.576,1125,2.68232,1.37272,2.23877,1.8216
6.156,2.578,1126.92,2.68596,1.37876,2.24147,1.8144
6.16,2.58,1128.83,2.6896,1.38479,2.24411,1.8072
6.164,2.582,1130.75,2.69324,1.39081,2.24671,1.8
6.168,2.584,1132.67,2.69689,1.39681,2.24927,1.7928
6.172,2.586,1134.59,2.70054,1.4028,2.25178,1.7856
6.176,2.588,1136.52,2.70419,1.40878,2.25424,1.7784
6.18,2.59,1138.45,2.70785,1.41475,2.25665,1.7712
6.184,2.592,1140.38,2.7115,1.4207,2.25902,1.764
6.188,2.594,1142.31,2.71516,1.42664,2.26135,1.7568
6.192,2.596,1144.25,2.71882,1.43257,2.26363,1.7496
6.196,2.598,1146.19,2.72248,1.43849,2.26586,1.7424
6.2,2.6,1148.13,2.72615,1.44439,2.26805,1.7352
6.204,2.602,1150.07,2.72981,1.45028,2.2702,1.728
6.208,2.604,1152.02,2.73348,1.45616,2.2723,1.7208
6.212,2.606,1153.97,2.73715,1.46202,2.27435,1.7136
6.216,2.608,1155.92,2.74083,1.46787,2.27636,1.7064
6.22,2.61,1157.88,2.7445,1.47371,2.27833,1.6992
6.224,2.612,1159.83,2.74818,1.47954,2.28025,1.692
6.228,2.614,1161.79,2.75186,1.48535,2.28212,1.6848
6.232,2.616,1163.76,2.75554,1.49115,2.28396,1.6776
6.236,2.618,1165.72,2.75923,1.49694,2.28575,1.6704
6.24,2.62,1167.69,2.76291,1.50271,2.28749,1.6632
6.244,2.622,1169.66,2.7666,1.50847,2.28919,1.656
6.248,2.624,1171.63,2.77029,1.51421,2.29085,1.6488
6.252,2.626,1173.61,2.77398,1.51994,2.29247,1.6416
6.256,2.628,1175.59,2.77768,1.52566,2.29404,1.6344
6.26,2.63,1177.57,2.78137,1.53136,2.29557,1.6272
6.264,2.632,1179.56,2.78507,1.53705,2.29705,1.62
6.268,2.634,1181.54,2.78877,1.54273,2.29849,1.6128
6.272,2.636,1183.53,2.79247,1.54839,2.29989,1.6056
6.276,2.638,1185.52,2.79618,1.55404,2.30125,1.5984
6.28,2.64,1187.52,2.79988,1.55967,2.30256,1.5912
6.284,2.642,1189.52,2.80359,1.56529,2.30383,1.584
6.288,2.644,1191.52,2.8073,1.5709,2.30506,1.5768
6.292,2.646,1193.52,2.81101,1.57649,2.30625,1.5696
6.296,2.648,1195.53,2.81472,1.58206,2.30739,1.5624
6.3,2.65,1197.53,2.81844,1.58763,2.30849,1.5552
6.304,2.652,1199.55,2.82215,1.59317,2.30955,1.548
6.308,2.654,1201.56,2.82587,1.5987,2.31057,1.5408
6.312,2.656,1203.58,2.82959,1.60422,2.31155,1.5336
6.316,2.658,1205.6,2.83331,1.60972,2.31248,1.5264
6.32,2.66,1207.62,2.83704,1.61521,2.31337,1.5192
6.324,2.662,1209.64,2.84076,1.62068,2.31422,1.512
6.328,2.664,1211.67,2.84449,1.62614,2.31503,1.5048
6.332,2.666,1213.7,2.84822,1.63158,2.3158,1.4976
6.336,2.668,1215.73,2.85195,1.637,2.31652,1.4904
6.34,2.67,1217.77,2.85568,1.64241,2.31721,1.4832
6.344,2.672,1219.81,2.85941,1.6478,2.31785,1.476
6.348,2.674,1221.85,2.86314,1.65318,2.31845,1.4688
6.352,2.676,1223.89,2.86688,1.65854,2.31901,1.4616
6.356,2.678,1225.94,2.87061,1.66389,2.31953,1.4544
6.36,2.68,1227.98,2.87435,1.66922,2.32001,1.4472
6.364,2.682,1230.04,2.87809,1.67453,2.32044,1.44
6.368,2.684,1232.09,2.88183,1.67983,2.32084,1.4328
6.372,2.686,1234.15,2.88557,1.68511,2.3212,1.4256
6.376,2.688,1236.21,2.88931,1.69038,2.32151,1.4184
6.38,2.69,1238.27,2.89306,1.69563,2.32179,1.4112
6.384,2.692,1240.34,2.8968,1.70086,2.32202,1.404
